,,tl_2014_us_cd114_adjusted_moment_centroid,tl_2014_us_cd114_area_per,tl_2014_us_cd114_convex_hull,convex_hull_pop,population_moments
IL,03,0.7505073982837659,0.15713985046020126,0.6670112126792175,0.5777523993551467,0.5441123518986435
IL,04,0.5830223089982113,0.05040790699960466,0.41951229203347773,0.5038605276160438,0.4647780386146939
IL,05,0.6067369644236197,0.09029064655903875,0.4894889077625958,0.4214917864409606,0.41969690965892803
IL,06,0.6981590536666689,0.10724626033961435,0.5726326869330121,0.44972823258117534,0.4447965720024742
IL,07,0.5682199389497531,0.07300114460891298,0.5105608829539188,0.514073684096654,0.38843498505697743
IL,08,0.7775104724236425,0.12103727197531057,0.6043943584438102,0.69078678299164,0.5762786877135314
IL,09,0.6449050260115752,0.12633319100764692,0.5956729288909557,0.579875948182946,0.3745975769492429
IL,10,0.7822744187563474,0.182607396065461,0.6296184455756542,0.8055103223903602,0.5893126137315811
IL,11,0.7060025977038384,0.115930468750293,0.544582254117344,0.6843021877109153,0.5850071459056502
IL,12,0.781563348982569,0.2457580941979374,0.6502338939088133,0.7841287232509507,0.5413397064182239
IL,13,0.6510489848093116,0.18287205434185916,0.5595477479029204,0.6189681447358709,0.35266057281717256
IL,14,0.7343035255072002,0.15955386447165923,0.6506019401510897,0.2868897256260504,0.6326025800004842
IL,15,0.8274478360304057,0.21010789899861176,0.7049174973837925,0.5065794429717648,0.599699837017492
IL,16,0.7699246020263997,0.22834123708759732,0.6720534894276924,0.3306147385844071,0.8132986692655587
IL,17,0.7351277472804911,0.18764728116963045,0.5377387214431513,0.6975811938285152,0.474376936587682
IL,18,0.7715229822531687,0.22103987505514278,0.7391425261868023,0.6256656764501,0.6539205641413304
IL,ZZ,0.9563485152382865,0.6190610607863395,0.9722720526355949,0.0,
IN,01,0.9228808691098539,0.560875572412435,0.8764321452828886,0.9481594765013931,1.3253610960829423
IN,02,0.9171918159325965,0.4605655388724991,0.8261742317304622,0.8862065444829745,1.1323159392063002
IN,03,0.9270152515934191,0.545086539239192,0.8971154838903822,0.9434053436104138,1.4680498291159632
IN,04,0.9315204297870117,0.43688525531610933,0.8173706070601376,0.7591204418864894,0.9923645504649458
IN,05,0.8787014585809818,0.34075582531811177,0.7762788353897594,0.7566180965003855,0.9871251114331615
IN,06,0.9427657097996068,0.4864358555787978,0.8621418179391453,0.7926917025186229,0.8252869220201017
IN,07,0.9200710766701196,0.5064922790053865,0.9348083408759275,0.9476793515365096,1.007701128349299
IN,08,0.8267524129045996,0.2173183700447931,0.6946809999222121,0.8631333275026088,0.6587134312519214
IN,09,0.8926645821666886,0.36871603844586615,0.7995347444086577,0.8563036956387374,0.591272179223671
KS,01,0.798559242544875,0.40125755303876176,0.8789927453272683,0.7611343203948246,0.7003380304923579
KS,02,0.7855543121437472,0.35672820833178887,0.7363349106612117,0.571019597796849,0.8336234458264062
KS,03,0.9221337695695209,0.48914300083016743,0.8475328318122695,0.9867786133660928,1.8695126783924043
KS,04,0.6938659503070689,0.38207793162895987,0.8616231994040862,0.898852744516386,3.1725825360984636
KY,01,0.5640376766838564,0.12021420832523659,0.6177699932993366,0.6176427381816629,0.3552668087882659
KY,02,0.7770917626989214,0.11236441663095413,0.6366045184093416,0.684029580700475,0.530159719171214
KY,03,0.8689397832760472,0.3544901881014126,0.7808035694915592,0.9682784025957685,1.0278410210498905
KY,04,0.5465782384088479,0.12416545209460793,0.543137009933127,0.7046767927835584,0.29519300660267866
KY,05,0.8114091328457197,0.2274429143695495,0.78119714147687,0.8008388808426014,0.6264002471774239
KY,06,0.8731878346856785,0.16446172378531468,0.7594504741497453,0.9075773054843657,1.5295978211026837
LA,01,0.8241121023452855,0.15311698855692765,0.6714189518892262,0.5026719073446012,2.1605573638653133
LA,02,0.5173849559173571,0.05594999223911314,0.38305797359470656,0.4746581125702999,0.23925228213566307
LA,03,0.7673649627475321,0.3034988453479512,0.8014535270956719,0.9488645211197565,0.8545941990829907
LA,04,0.7452601670253234,0.1564362085583127,0.6135859032179543,0.6097660373216954,0.5861309121985365
LA,05,0.7923988420635977,0.09698008028097553,0.5725032651047767,0.6025808911020585,0.5243038807440489
LA,06,0.7707678708735303,0.0722252775800525,0.6046881138364435,0.6119722233920895,1.3755079052104724
MA,01,0.7651572250577908,0.2870225267976278,0.7484966814281294,0.8114280169442752,0.8095836753513111
MA,02,0.7750960333835016,0.2620265766718156,0.769751558137148,0.7641921672598014,0.6065996309863321
MA,03,0.6952550750103724,0.21258939410145564,0.6771822674706756,0.8113789384579524,0.48901634169855285
MA,04,0.789828883390353,0.167948702381378,0.6481482705150784,0.5188656638071953,0.55086621377294
MA,05,0.6576685799357099,0.1584636916297454,0.6225435954864437,0.44790578349881394,0.5290992718497679
MA,06,0.8956453390294776,0.37272032851463094,0.810270087901381,0.6266338440760421,1.2174148781960132
MA,07,0.5590557729438553,0.07186260883901126,0.3833967534976072,0.582049382439488,1.0491238730684886
MA,08,0.760052677016701,0.136268841506698,0.6041583370354086,0.5605787064326999,1.127816237946497
MA,09,0.9076538347734684,0.2775830194769606,0.7991089910487047,0.8076023054243189,1.1096759607776214
MD,01,0.7162731906906635,0.15958635760259113,0.5497148406381979,0.2011483100887601,0.4762839830205759
MD,02,0.6055442089720795,0.06205028305994798,0.48132328505738253,0.36637561227904714,0.5372049488466765
MD,03,0.5099800731797344,0.03215314639739349,0.33842489347827054,0.3100489684252042,0.37115798737920547
MD,04,0.6135333553145654,0.09213705840273637,0.5484217263542693,0.6465961581287759,0.3937674012552414
MD,05,0.8647833840891723,0.31617903660527724,0.7792722562337532,0.6097463339745581,1.0407417655469697
MD,06,0.36363296314864063,0.07034946062980711,0.3873794793311698,0.78805908793414,0.21025841724077912
MD,07,0.681568875182349,0.08733795822154437,0.5472211534216723,0.5382909688624706,1.2335217861832313
MD,08,0.7320619047830701,0.0797913971677373,0.5359263975742242,0.5387573571250424,0.6063014398010429
ME,01,0.6701574645410798,0.1662017523641782,0.6125673490776776,0.8061904472901621,0.7542261423582153
ME,02,0.9296753538138768,0.29664935793945846,0.8411519464298807,0.7432826233412192,1.0202071915639797
MI,01,0.7533344287581233,0.332321845487024,0.817846197318457,0.8710631062810158,0.8124623262132874
MI,02,0.9390848832931099,0.42771371717876505,0.8838626299467969,0.6708054705181486,1.945792973218851
MI,03,0.8055165839605574,0.24470637000072737,0.7434798644067787,0.7391551059336895,0.8064212253134074
MI,04,0.9195795016823846,0.37671911275052167,0.8084404660872513,0.6667951337427277,0.9294238434618247
MI,05,0.6343354853082654,0.20746711234442222,0.5408219214638266,0.7819734341147437,1.270373115828404
MI,06,0.8447719495720817,0.5205210514774028,0.8875851377789238,0.9772186171155209,1.233937179847824
MI,07,0.7581068359529438,0.2630773152757963,0.7097701458067338,0.4568568257635323,0.5977749935952361
MI,08,0.6096672221046213,0.3240448486785297,0.7630095927548701,0.592156583152297,0.23984473032388026
MI,09,0.6553157437193761,0.17285414802608684,0.6952289405520519,0.7632989650594021,0.5846544381391654
MI,10,0.9720974391099299,0.48876748622423927,0.9023180902690809,0.6554335211816806,1.5831223722170302
MI,11,0.7674172626601511,0.15481491860665175,0.6409872150091512,0.5438263043309169,0.5879352354863113
MI,12,0.6222419374161936,0.20814100233793223,0.6726968485015665,0.6570836881809001,0.34979526173337044
MI,13,0.6788110810882636,0.17849542272243707,0.6117635943705693,0.6110847586732221,0.5876769609435029
MI,14,0.4692357063009188,0.09595879586015883,0.39194108572105407,0.3724924873575448,0.3131145517541857
MI,ZZ,0.2437720327349594,0.18684628079810028,0.08569564407007563,0.0,
MN,01,0.5752465303214465,0.2662463161201143,0.8299453538137639,0.8974327390073149,0.4740764802978671
MN,02,0.710037300634102,0.28470968831595317,0.7435416481164355,0.7871422245385677,1.1569499856506844
MN,03,0.9119981673779108,0.2732524830162004,0.7609123287187096,0.49377704922428167,0.9507087713512348
MN,04,0.8880494417584593,0.5258224575560286,0.8774259577556106,0.9078640482845799,1.1797233667452447
MN,05,0.9461668052240629,0.3711818623355828,0.8255240214251579,0.8855690359187937,1.1275129753520137
MN,06,0.7732605108047323,0.21337059277028525,0.6232528510036603,0.2766630476417783,0.6465583262305853
MN,07,0.780052669090572,0.2173699625541078,0.7298813994987864,0.6118786710643283,0.7956644462923177
MN,08,0.8440825904184118,0.3300927365319161,0.7821073901114058,0.8829242897714034,1.1396994007678893
MO,01,0.9105240379508402,0.2666204587344151,0.7286085649766496,0.8699665657520848,1.1334643794903787
MO,02,0.8747209309783771,0.19832699270583018,0.7620649582235338,0.7567112278647532,0.8631059388197607
MO,03,0.816112994051517,0.21227290311627905,0.7737678431431618,0.32565100620925636,0.5450775884993178
MO,04,0.8372429771593194,0.2277768938737146,0.6764833839322193,0.5520510477758039,0.6226650080964931
MO,05,0.6643384698738497,0.18711502668048363,0.6892719097365252,0.7986716882895186,1.177556276851288
MO,06,0.7092549464518672,0.21958217910334335,0.7646033591825733,0.5649712440486387,0.5526163312139725
MO,07,0.8731435480566235,0.44161122684134546,0.8160957954804098,0.9560062625627981,0.8555214280269736
MO,08,0.8705344452279503,0.3339359476983564,0.8114044241975654,0.9005332592327948,0.7535069464235128
MP,98,0.1317184347303717,0.07683028807790773,0.07948502364618765,,
MS,01,0.8936846010878792,0.34014400845545856,0.812124987079587,0.877518985544962,0.6766816465589196
MS,02,0.8731795867992237,0.14815291928768273,0.7843102812430444,0.7188411133451225,0.8399639347508798
MS,03,0.6641668052695682,0.15871633254611833,0.634374644996167,0.6109689475881938,0.5824880854532407
MS,04,0.9536982792934474,0.4058190616827115,0.8787186233538552,0.9673871225627068,0.9912576395429243
MT,00,0.7794778794061225,0.4217510745861577,0.9300970489501699,1.0,0.8614426942988407
NC,01,0.7228951724254565,0.03992818039199163,0.4991864847184158,0.3599105022472572,0.3473022585886356
NC,02,0.845169237085405,0.10664789565267901,0.7230493977924881,0.6388189975535855,0.5622557936979314
NC,03,0.8136460360647683,0.10254689690556484,0.712818691382618,0.6495285930226277,0.7222263691758305
NC,04,0.5537274000446727,0.048396753235510986,0.3742538759882604,0.44346073636213573,0.27021268507118273
NC,05,0.7534209853925511,0.15426734784722693,0.701532827777532,0.6894866077304023,0.5437600312447539
NC,06,0.6267580737835179,0.11690641858828127,0.7454494305273588,0.5176999206781594,0.6089742026787005
NC,07,0.8423402353588145,0.12477749942144958,0.6337061606621427,0.4891675925419578,0.5501531323702052
NC,08,0.7162129882545776,0.22303162742616292,0.6694922340199174,0.6945783046963405,0.4269761943508096
NC,09,0.5419146117137756,0.08576352055415334,0.5089824447047713,0.5410980687903504,0.6284393817101169
NC,10,0.6931549070073554,0.21955555066976587,0.7014209843051954,0.741503530612967,0.35899949597668157
NC,11,0.6506256736282889,0.20650366482921348,0.8189299067452296,0.8196920814396204,0.525788554506705
NC,12,0.3034767414084171,0.0290796118057482,0.24896713326708209,0.41354569099367944,0.07143280602340076
NC,13,0.7319648195258794,0.06001542885286861,0.5395697578150261,0.4930792707521041,0.637568422742525
ND,00,0.8295201088063459,0.43276689518244343,0.9895128182026441,1.0,0.6385719228651446
NE,01,0.9229027089602414,0.3064944550450424,0.830912291202473,0.4890443399773143,1.1370792509140681
NE,02,0.9415611790840794,0.41312146448538833,0.8600978459767552,0.9622075196145992,2.1162708233818157
NE,03,0.7841105527279246,0.32902989165322294,0.8256185870400746,0.3333470224748325,0.5884128890111437
NH,01,0.7720709446197751,0.17513937425158135,0.6225124366094433,0.8049111548342995,0.8738295579398291
NH,02,0.6891410269842316,0.15237900171110905,0.703394979496558,0.6204555973128298,0.8364716842272214
NJ,01,0.7837123274641152,0.25343421076141187,0.7055929626091839,0.9019471702201262,1.2591975518379723
NJ,02,0.881668630551968,0.3474772502683164,0.8403213491527327,0.7508618958018193,0.873076431957866
NJ,03,0.70118269883442,0.19342177440924227,0.6201638766821094,0.6809943626756145,0.40856290991470406
NJ,04,0.8349417118527598,0.22070522523126102,0.7041211417868665,0.6680036032553297,0.5814869221977409
NJ,05,0.6120262736182249,0.20506249860179374,0.5849977129963533,0.39205242283226116,0.42718749830106406
NJ,06,0.6303107686389918,0.1361597320781875,0.5729401477602775,0.6537226097617123,0.6627780670851271
NJ,07,0.8515667646135818,0.20230087358407534,0.7021962754566635,0.5657811604523666,0.5988816549925978
NJ,08,0.6704854281280953,0.09901130860091648,0.5380625896785177,0.6419987837513385,0.36465338673622094
NJ,09,0.7573783459158903,0.18004709467110136,0.5860439056510979,0.60070286785822,0.6397390919704755
NJ,10,0.73675931046922,0.12557689695374463,0.561853082050776,0.6234166929026659,0.5444182062351303
NJ,11,0.894096863515003,0.21920766156389782,0.7305462323311497,0.6482282527736349,0.8825135597862868
NJ,12,0.7645197315178606,0.15846405165467176,0.6300664447246577,0.5865975551563015,0.4969956151341307
NM,01,0.8018296690569977,0.2554136605205237,0.7120311833140222,0.7841283223549679,7.761641201147306
NM,02,0.8563981385040552,0.39919604607408704,0.8468556946648003,0.4616169401156206,0.9354395688727859
NM,03,0.7160826289644768,0.3649378234401966,0.7922628593981235,0.47109923589724934,0.6472084490176931
NV,01,0.8310698056235241,0.5564917385341022,0.8979366414678303,0.9572840808548289,0.6699574457233315
NV,02,0.8495726297060735,0.5463185158928189,0.8948715057908394,0.9842809657102869,1.4990970471636589
NV,03,0.8243926630973607,0.4130632804490842,0.9026716953302992,0.5187013144661964,3.57740017279177
NV,04,0.890252194341569,0.5098119092087233,0.8698956942408133,0.3473852600641529,2.9168669026799785
NY,01,0.6931299399428188,0.3986167501219419,0.9354475329239788,0.7595602911637023,1.2823546022872032
