MN,01A,0.6599872301041175
MN,01B,0.6543262209035116
MN,02A,1.0602348713441376
MN,02B,0.7375197089099176
MN,03A,0.4373270693677655
MN,03B,0.45030894478256406
MN,04A,2.8212665070937417
MN,04B,0.6429410843637606
MN,05A,0.923712210390567
MN,05B,0.5372328696964821
MN,06A,1.6437253819537894
MN,06B,1.2347635169331797
MN,07A,5.886795635284605
MN,07B,0.7209000951321843
MN,08A,0.9981310112076975
MN,08B,0.7756603279375028
MN,09A,0.729579380758093
MN,09B,0.838137311505672
MN,10A,1.0770956373758793
MN,10B,1.0675041886649845
MN,11A,1.297621595444084
MN,11B,1.1296594869219498
MN,12A,0.7289601954202845
MN,12B,0.5258682885936167
MN,13A,0.7214518918290272
MN,13B,1.0590200295820171
MN,14A,1.525022835765248
MN,14B,2.558001964514912
MN,15A,0.8123137723287914
MN,15B,0.7132757537476596
MN,16A,1.0052963343902004
MN,16B,0.6023189346339357
MN,17A,0.5620368436322652
MN,17B,2.26154135422797
MN,18A,1.0663478071698405
MN,18B,0.9817691252476775
MN,19A,1.0500462707748104
MN,19B,1.3951515654131603
MN,20A,0.4174520159101829
MN,20B,0.6183956535082641
MN,21A,0.44037572858154933
MN,21B,0.2776720363337304
MN,22A,0.8620259801130056
MN,22B,0.7095423972626421
MN,23A,0.7542744142127592
MN,23B,0.447857628971728
MN,24A,0.634863279371002
MN,24B,1.3362298126130843
MN,25A,0.7910376719328178
MN,25B,1.2153676187978935
MN,26A,0.8688324673302791
MN,26B,1.3357943039254636
MN,27A,0.9019536148313764
MN,27B,1.219926525637139
MN,28A,1.3463934067921866
MN,28B,0.4460113133480678
MN,29A,0.622246322123956
MN,29B,0.9776794293668143
MN,30A,0.4876512078472812
MN,30B,1.1664837611664292
MN,31A,0.7102032804540428
MN,31B,0.9738697422224849
MN,32A,0.9311985278786947
MN,32B,1.035429761598753
MN,33A,0.8088088802895961
MN,33B,0.5188470676459165
MN,34A,0.7028171996226306
MN,34B,0.6824190739299342
MN,35A,0.814476260330096
MN,35B,0.9675352284061098
MN,36A,0.6195737224531227
MN,36B,1.013676640757019
MN,37A,0.8066516968064733
MN,37B,1.0619962273213064
MN,38A,0.7833610969768127
MN,38B,0.8361554632868152
MN,39A,0.4958853830076559
MN,39B,0.8956646440575864
MN,40A,0.8300324890740187
MN,40B,0.8378952488930173
MN,41A,0.8698305710615267
MN,41B,0.7167901176379036
MN,42A,0.6156763167994609
MN,42B,0.7775125939226584
MN,43A,0.4131351091049708
MN,43B,0.8106169412087356
MN,44A,0.8696717375192176
MN,44B,0.632702322169098
MN,45A,0.8912596575130373
MN,45B,0.8830452069995157
MN,46A,0.6411499655368313
MN,46B,0.4752496222834612
MN,47A,1.1153773781479313
MN,47B,1.030705395878451
MN,48A,0.9415847414594061
MN,48B,0.7910048450160483
MN,49A,0.8169788601571896
MN,49B,0.6185589434010942
MN,50A,0.6942161636417873
MN,50B,0.7145553974679297
MN,51A,0.8428397277870208
MN,51B,0.893660143121396
MN,52A,0.6552205088294001
MN,52B,1.0532195757316722
MN,53A,0.9058919286557082
MN,53B,1.556294251919177
MN,54A,0.8907067506844984
MN,54B,0.9368647760158977
MN,55A,1.304655987662326
MN,55B,0.674916359091609
MN,56A,0.9046822546001578
MN,56B,0.8880554829653888
MN,57A,0.7110795553439051
MN,57B,1.1581429447881115
MN,58A,1.0796426613969026
MN,58B,0.9563840383403818
MN,59A,1.061725113452461
MN,59B,0.545393574190779
MN,60A,1.1880919474308882
MN,60B,1.0123438455329237
MN,61A,0.4817883639120549
MN,61B,0.6298383398125365
MN,62A,0.7093390950690193
MN,62B,0.8597404857973373
MN,63A,0.9205160045060169
MN,63B,0.9961880293212809
MN,64A,0.4777399021091434
MN,64B,1.16858128051439
MN,65A,0.699837480170726
MN,65B,0.7866435749059735
MN,66A,0.7507623047914382
MN,66B,0.3413620686696133
MN,67A,0.8235922739833765
MN,67B,0.8525136626955989
