,,combined_sldl_adjusted_moment_centroid,combined_sldl_area_per,combined_sldl_convex_hull,combined_sldl_convex_hull_pop,combined_sldl_population_moments
FL,004,0.9770522300636378,0.6181644630289034,0.9174657987582618,0.9685429857629103,1.119953212274888
FL,005,0.838981272484919,0.5292439584773208,0.899798641167938,0.9003495119275187,0.6592185200102574
FL,006,0.863916981126291,0.5658582232124854,0.9165808853598995,0.9910272046195584,2.140675877444328
FL,007,0.6940012855755877,0.288722845400991,0.7150967222119954,0.33545964939410733,0.543887604431634
FL,008,0.800221380045629,0.21464991538367945,0.7315172400118732,0.7013138305289056,0.820770832262944
FL,009,0.9248894081906189,0.32196937920628593,0.822064157555635,0.6200139569554804,2.19169373027361
FL,010,0.904004967537961,0.3397985246308579,0.8294194749160043,0.8907712808364274,0.9200965296719605
FL,011,0.7417395425536588,0.18918575215370356,0.6133688838830869,0.23115717111257622,0.7046187935277198
FL,012,0.8825251593662762,0.3437291810004435,0.7543685652767628,0.7511024711633764,0.7985754674866369
FL,013,0.9340681925939422,0.4239366059959951,0.81154164983108,0.8825330588998224,0.8441862365105918
FL,014,0.8732891838368766,0.27516383796268595,0.7770886105877892,0.6009482874930131,1.117360019398358
FL,015,0.7894216100573571,0.4033669036251136,0.8626920529609462,0.7579370870914699,1.594775545689783
FL,016,0.8793495450729489,0.5340036168157802,0.8053028179644726,0.7729973770912881,1.5155104526161571
FL,017,0.9059527704522636,0.46375642436761805,0.8143833262126005,0.7973523575831932,0.7116547804816851
FL,018,0.805349013586691,0.5400321631989932,0.9176648197216075,0.9939223996552811,1.2567962889699777
FL,019,0.787499679595319,0.33778848076042156,0.7546609754337812,0.7980896187489684,0.6933969467845331
FL,020,0.8812415386586712,0.2419138712197086,0.7525328354157645,0.5485012518708126,0.8389249963158065
FL,021,0.7575938142997023,0.30669257907856856,0.7433116542310976,0.7260923683443383,1.0442714223428946
FL,022,0.8533115097855585,0.3942812414029676,0.8023312464973268,0.788818704148377,0.9603277184667555
FL,023,0.9761781915367492,0.4654570629280664,0.9123686892118527,0.950735936554876,1.9341083212211772
FL,024,0.8908084233993274,0.34722413778714367,0.7575544770965515,0.675236702332384,1.0826406931087023
FL,025,0.7206752135999809,0.217231188209449,0.6381485614494368,0.6172762942909278,0.6773817658693645
FL,026,0.8163563047464771,0.27784557606805177,0.6672217051147727,0.6884075773073848,0.40879404924610435
FL,027,0.7764837342278235,0.25656135288614296,0.6603891257774431,0.7306815398240093,0.9844620657736531
FL,028,0.9230737472656797,0.43635468091139223,0.8588948338189454,0.847993122633903,1.3033437265528507
FL,029,0.907125454729736,0.44953657898634225,0.8067930460361804,0.8976127500465269,0.8238967459435473
FL,030,0.7428589197771994,0.3827831976189492,0.8013538491959887,0.8347035429451132,0.610544616437879
FL,031,0.9269114783415321,0.36509857585705074,0.7999978464804074,0.9195828545562171,1.2677708095583813
FL,032,0.9188580697526754,0.5215553386149813,0.9253030576422321,0.9333569167306216,0.9234221394277385
FL,033,0.7968833325292477,0.2587462748388613,0.6371713969331967,0.6778950286773752,1.4098026297200597
FL,034,0.9485328971384567,0.4859733929384416,0.8820935174353465,0.9612544883989796,1.4960676505575692
FL,035,0.7275415220330299,0.30047533548340616,0.7398220809855823,0.8759143243213061,1.175410383206153
FL,036,0.8344680356949259,0.5426529904291683,0.8553184987998096,0.9434469228472726,1.5528133772813608
FL,037,0.9617176257687131,0.581285488285261,0.9099816734238825,0.9390897083237401,0.7170963868839461
FL,038,0.9534261248692203,0.598891666302744,0.9201223846321005,0.9750902004243985,1.503516429466243
FL,039,0.8150987844313724,0.3237741757326869,0.7191148825977033,0.5210202529430373,0.6112311410659647
FL,040,0.9629014838492275,0.6484459473047255,0.9134520983074645,0.9509636736146042,1.144216090756762
FL,041,0.9383282772405347,0.4169346030837955,0.8283296550677101,0.8959301790399042,1.0146895013423451
FL,042,0.972615253093799,0.6094864300217011,0.9585967329501113,0.7358543443977884,1.5096574006108328
FL,043,0.7393019201296903,0.291693354336902,0.6721670550318085,0.9095179703286644,0.6157443652955235
FL,044,0.9552985894824771,0.6258912510913089,0.9217490100995802,0.8649125119451676,1.0178208086752631
FL,045,0.9026203528223155,0.5300384047164408,0.8597857019963455,0.8022807440914762,1.6854287148401235
FL,046,0.9566865561708705,0.5358286617595674,0.8405221086147155,0.9308190721434404,0.9846162781171337
FL,047,0.8755374503322729,0.5309474088934166,0.8386966664296384,0.8822899827192151,0.9347927227263202
FL,048,0.7978461190643807,0.33163045599794677,0.6851685966031722,0.672616591002889,0.4395609474821074
FL,049,0.8736158842410386,0.5107046538090091,0.8925493855547737,0.9265705548274356,1.024084477831429
FL,050,0.8387519502476016,0.3792569513450589,0.7876816295918432,0.7004170487409184,0.5669808699106078
FL,051,0.9076228000261481,0.4698061547449359,0.8446454932158897,0.7129101650722945,3.2913166488924275
FL,052,0.8906962087744817,0.5262906233852036,0.8860181095042984,0.8829608134151474,1.9287492989171366
FL,053,0.902804672627708,0.6614735555111637,0.9566261197144836,0.9554272033517881,2.976385521325929
FL,054,0.9196933356678315,0.576469186926973,0.901406092464995,0.9751240361423198,2.599140515121726
FL,055,0.9475762778411688,0.5934584192157148,0.9061921170958661,0.9653989310641671,0.9080686803627115
FL,056,0.8920875932408434,0.6191826969898392,0.9538397165062454,0.8596004439511654,0.7003546314859089
FL,057,0.9383553164922138,0.5400006487101348,0.9092762519421542,0.7795517347252072,1.4903519301742465
FL,058,0.9244064204631479,0.5346517292971665,0.8906221885691175,0.8218513527521509,0.8170633608193804
FL,059,0.8538154084957642,0.33025334646420096,0.7845434977167106,0.8393736207774571,1.0525257101120558
FL,060,0.8146884911961618,0.26892216203870933,0.6801531369640169,0.5487903672519803,0.8280362163366861
FL,061,0.8351408804712658,0.25584818027510564,0.6332103365079054,0.7740769316621295,0.7358023925796283
FL,062,0.930000752001899,0.5443070279281564,0.8630415827123742,0.9226223055513503,0.7992266630625315
FL,063,0.84264199315894,0.43513473319489665,0.898546524966268,0.8188743692586363,0.7469346984950644
FL,064,0.8567036522528074,0.4409259515697924,0.7635684286660406,0.676391901973058,0.6685635482404347
FL,065,0.9454695618284005,0.5688540987874189,0.8856550480520121,0.8980391710705204,1.869073549251943
FL,066,0.8892781009791668,0.48998677186114326,0.7890575590656309,0.731665284305594,1.334921233334198
FL,067,0.911490189136853,0.35402286160905033,0.7256308904789114,0.9398336556600976,1.2059785339884455
FL,068,0.9326722367884946,0.4996995689645156,0.8625197906150501,0.8310149272506184,1.7922406374226527
FL,069,0.8713530564028216,0.3268852370041379,0.7545871346785461,0.7111228609451945,1.8756363043810997
FL,070,0.6625125001425786,0.08441845761277135,0.3885417230309348,0.3739921484081954,0.27333832373608385
FL,071,0.8832431596253681,0.43117224522400116,0.8563008560684063,0.7556809247673548,1.8137636016197942
FL,072,0.8778340163598966,0.4543555144020155,0.7697322546381363,0.8512104990133109,1.295000063086163
FL,073,0.9657301420288537,0.6418893516550712,0.9551026179014565,0.7333898250445563,2.3578723719358994
FL,074,0.8912228577766816,0.5375666888375895,0.8353572096322482,0.8078512396694215,1.2060160239003015
FL,075,0.7513441210459162,0.528444306422602,0.9530616527128047,0.9604192806671029,2.136834180811553
FL,076,0.6758603308674829,0.3627537510688196,0.7077907492939625,0.3979319805362874,1.169487640579166
FL,077,0.947623342840583,0.45763402107756945,0.8939469728678664,0.918166023391131,1.5414541776689898
FL,078,0.7771129227071639,0.39339196076176425,0.7681435406241686,0.6662954939341421,1.6092063197801207
FL,079,0.8064567991034068,0.3317812833053091,0.7984620456125168,0.7073464730672261,0.6151524599165374
FL,080,0.9339801503939007,0.40329886921062036,0.8087770296549616,0.6735520558794127,0.7037980836947494
FL,081,0.9305878881243395,0.6287403289099622,0.9183212676938948,0.7156327679988259,0.9162880116816223
FL,082,0.7297242004646564,0.40756774695941633,0.806958339667779,0.7931866205212139,1.2835767094779533
FL,083,0.6762058376060642,0.36564508592454964,0.7718158201340762,0.7895919490605385,0.9713513376356211
FL,084,0.9083673118023412,0.43664041736803455,0.8401710713237048,0.8518036819163814,1.4348398416439054
FL,085,0.8371773572652915,0.37661610220110414,0.8071957738553076,0.5610929913839812,1.4414066211788223
FL,086,0.8651872469747643,0.34264461548049363,0.777776754941754,0.8587918660287082,0.9781610989507664
FL,087,0.941499208954914,0.31069802043805833,0.8055575600122267,0.8651658087179374,0.8951194607840122
FL,088,0.3525602882962871,0.0831610764233019,0.3398113841983277,0.35895309926867197,0.11705107587623065
FL,089,0.5475644156543922,0.29074749685731827,0.7763301475700071,0.4790486451776227,0.45564129144056176
FL,090,0.8997726576030516,0.38314892891583374,0.8321745730574301,0.7759325920326026,0.8939532722179195
FL,091,0.6908051763632972,0.44053004109019256,0.7987045448522904,0.8661331976618795,0.423220627872049
FL,092,0.7455257645022955,0.42845335891243974,0.7848161457625572,0.8058485737469571,0.5047457808937764
FL,093,0.8449955697708444,0.6692208382944886,0.9803274985698331,0.973217479248634,0.9399616637122005
FL,094,0.8914173303338406,0.3998361655636081,0.7928157793936157,0.8075371719853119,0.8442763965845603
FL,095,0.9271050408988585,0.5480687134348454,0.8620560665539896,0.941875456093408,0.8064976596284971
FL,096,0.8505652141545521,0.4894540857070016,0.8111969318911955,0.7859676683727765,1.0113893170979282
FL,097,0.7316871601772313,0.5073183596351324,0.9471177483214637,0.7588435407304877,7.795382382303857
FL,098,0.9100661911617948,0.4480005855030886,0.8157013056366818,0.8366553626016962,0.9471051603831685
FL,099,0.6916450774801178,0.3766877092895954,0.781183739139238,0.8309109923061326,0.5901613032886434
FL,100,0.8302685400000787,0.5868958612652454,0.9210659658885508,0.8974290600272455,1.5430093182225468
FL,101,0.856740363613614,0.5852386450620987,0.9091022683359378,0.9495399064486663,0.7331302516182298
FL,102,0.9031109926413422,0.45398806992336893,0.8009615717284851,0.8377078517634777,0.812030974460621
FL,103,0.7563418254261652,0.45704252570449494,0.7801711409133929,0.6369693245041738,0.7593661574709986
FL,104,0.7688778795337553,0.48940145996586565,0.8968215794177952,0.8410894924768236,4.541084600892629
FL,105,0.6713745611412449,0.25628152769446744,0.7177339012278033,0.3761038576164084,0.16360697724311776
FL,106,0.6923774498812737,0.31706584143778677,0.6901936752304626,0.6220471495310267,1.3031553641804197
FL,107,0.9557149030305178,0.5926116183091015,0.9219095735826243,0.9514970386580908,0.9533461102774428
FL,108,0.9238648511461206,0.4361680806888833,0.8283996910196946,0.860686143242828,0.9947358362127566
FL,109,0.662460519742487,0.2865924817605788,0.5937937260234109,0.504556296851329,0.46686140545558025
FL,110,0.7163347235123736,0.5180565095270286,0.9431028210373286,0.9981238878716765,0.4822827840277835
FL,111,0.8418254804407639,0.46013410342754074,0.7605125762263738,0.8010096050572314,0.6622909824418182
FL,112,0.9256610109355504,0.6530250494545257,0.8902786971573062,0.7514870122939287,2.103223692273391
FL,113,0.9155039601203208,0.4725352806742368,0.7681059634970704,0.6140017882633453,0.8140731574840936
FL,114,0.7175057215443921,0.35829568730145506,0.64909117472368,0.5752209813062006,0.41882445814906083
FL,115,0.6040733211944235,0.2864895562594204,0.6675159266757767,0.5701547883658714,0.4038783156452371
FL,116,0.7144688933936189,0.40948454496349135,0.8571351116910991,0.8761273552793704,0.6976089071280703
FL,117,0.5983095789230208,0.16241047541101256,0.4923789525027462,0.6338421384359293,0.3246571472197204
FL,118,0.6579885221198167,0.395575920425736,0.7516819218133679,0.7083388002370751,0.36175067304176867
FL,119,0.9292321284501878,0.6512833370308018,0.9277697567775325,0.9331102679771757,1.122859786555084
FL,120,0.6461647518295995,0.17081473168118422,0.45662199403192794,0.20954648127358555,0.37914657009781694
GA,001,0.9231735338848018,0.43335323778046136,0.908726256303296,0.850984126984127,1.1092343800474322
GA,002,0.9295365945348945,0.2894606950670288,0.7848831563044908,0.7970607368856821,0.8671889444568024
GA,003,0.7836313868600042,0.40359451494429954,0.859377196804728,0.9923204224697373,0.8918322983688562
GA,004,0.9357595560006001,0.2579961262217481,0.7829759331067246,0.926188968562285,1.624114818662283
GA,005,0.9031909309697692,0.2465611013640856,0.795905508114624,0.8776161933772232,1.3520959032641298
GA,006,0.8925014347259155,0.38324676285490566,0.8696013195869449,0.7362217614318455,1.3064428464017337
GA,007,0.9704763936457355,0.49059683584575,0.885845401705546,0.9443105195122803,1.1203476240709882
GA,008,0.6993936686177338,0.20299897206797604,0.7390524554492878,0.8035328314824477,0.5388655598583922
GA,009,0.8995608511406248,0.39521745070255804,0.833304158201281,0.8488359366449333,1.107344441268895
GA,010,0.9286961418550894,0.31475456380520717,0.7503495496942517,0.8801251956181534,0.9792783750210299
GA,011,0.6999516500416434,0.18526645127051164,0.6151872762841704,0.7128515391263879,0.3448431483446809
GA,012,0.8920227006905034,0.2815993696869729,0.8046772361644837,0.5043923185498849,1.0180674747473966
GA,013,0.8712579681341335,0.18861840795345694,0.7005972204404504,0.7933998396722187,1.26770347513181
GA,014,0.6919598688794935,0.2163764066210223,0.7263465988119081,0.5256247851917317,0.6403999223647794
GA,015,0.8813109266041225,0.5249182566411796,0.8709721507073854,0.8507222858597429,1.1335727305656806
GA,016,0.854076602920227,0.3532752135079857,0.7540598755387781,0.8319089198111752,0.9145411601622885
GA,017,0.8784859063770039,0.44981607983327143,0.8527733133606197,0.9604863221884499,0.740038860372086
GA,018,0.912586344570019,0.3169187013259014,0.7910766862898847,0.7837017139186545,0.8593199964187844
GA,019,0.7665676109882358,0.3618406585248097,0.7802522657447557,0.8584379358437936,0.5714644827188248
GA,020,0.8728341126071997,0.36516871899503994,0.7758638697221593,0.9041282781155783,1.0117304479487552
GA,021,0.7273442808731332,0.15741714672143214,0.6501964381583749,0.8036046217675138,0.6622229659808482
GA,022,0.8648139105924092,0.18394610681633597,0.678708474161516,0.561898133239147,0.6988557276075298
GA,023,0.8469645979882051,0.2227638645387846,0.7436950586420109,0.466065463105603,0.6923752641693307
GA,024,0.9529437530127279,0.403839400284206,0.8481240153177211,0.9692879080065709,0.960187769172907
GA,025,0.9087405982457496,0.2735558063279993,0.7205386648805149,0.8520744505105493,0.9547686307305959
GA,026,0.8759619224241807,0.27360866981452425,0.758551949455783,0.8052516086943629,0.7023755163955162
GA,027,0.8527646658317998,0.22811275458032704,0.7122045034434804,0.5041934542579327,0.7594479660190958
GA,028,0.8166959421777421,0.3406614155765236,0.7024885083935346,0.6827828531271961,0.7228601129549626
GA,029,0.8036384490885679,0.2148340115521882,0.6434125383433877,0.844874122010891,1.075202485478796
GA,030,0.7079899611808131,0.27710210491744325,0.754465189483231,0.7390146287606956,0.7750923654879353
GA,031,0.8707879538419631,0.49081378147912086,0.9011916419459782,0.9521990226565971,0.7692026142338677
GA,032,0.8871360318767257,0.4572404175675876,0.8550640204103793,0.9234464484143944,0.8951692076678641
GA,033,0.6112458093711147,0.13212975625037512,0.5838731770448958,0.7338158093123347,0.36675864330395663
GA,034,0.9553460994756702,0.37900444129130906,0.8012018224698478,0.895743062216783,0.8717299139183428
GA,035,0.756604057892387,0.3312154471651914,0.7366413990461597,0.8135360799609946,0.7557852039440167
GA,036,0.8925224013510399,0.30384088918606234,0.7575715524799181,0.7884766477520734,0.7644851219452468
GA,037,0.593978652309587,0.1512988763714065,0.5288786833212719,0.6199899398678465,0.3957718800586729
GA,038,0.7160073762498027,0.28313463167252606,0.6899783581898293,0.7713799319046666,0.5551523374409082
GA,039,0.6959616666296354,0.2531555159344619,0.7323529377800279,0.838081098635984,0.6433368903126224
GA,040,0.683092229325107,0.18301647866690773,0.6620104125080142,0.7714118302773927,0.663146937214276
GA,041,0.8269799056156334,0.3373878108071232,0.7579006503460494,0.8801690507152146,0.7547654226083456
GA,042,0.9269280781889488,0.3202306414568591,0.7898958717954955,0.8432136431197684,0.7946422142924058
GA,043,0.9136542177752588,0.28933650130787064,0.7670843112991984,0.8201352480814528,0.8141450828421101
GA,044,0.7242096900546424,0.3073780202018226,0.6901132928736984,0.7964140519128531,0.4657357043065709
GA,045,0.8376321871265867,0.29356298542756604,0.6925484357477691,0.8182700325979835,0.6743871953756235
GA,046,0.8612155592605013,0.5006431192735769,0.844869363849285,0.9601544484367459,0.7813534958984468
GA,047,0.7614846610794811,0.1955177749675743,0.661462972158106,0.7006941926125473,0.5413165213001078
GA,048,0.8345667120408177,0.24850842459979378,0.7482333759969099,0.8613946938906135,0.8655081368601838
GA,049,0.7962036128607929,0.17672061176834528,0.6947368343086775,0.8930368149258704,0.6141924257613464
GA,050,0.8264214780529352,0.405207798604427,0.7855277819061881,0.8960780043224045,0.8912347131281212
GA,051,0.8645604236988899,0.40411647439161436,0.780300700969703,0.872188521524175,0.6085628939996232
GA,052,0.8662790110245695,0.3431776593281409,0.8320283410703487,0.906974771381551,0.8721339478468063
GA,053,0.8889483643206734,0.261705851300925,0.7517608059524201,0.8469142060575339,0.7339252967052812
GA,054,0.8136430843045034,0.35218603610237187,0.7018332115019735,0.8379367512277519,0.7834616238383977
GA,055,0.4713412940527025,0.11920039974293259,0.4777213845033972,0.47164030149961916,0.18453809907510227
GA,056,0.6329850993115742,0.19670579449573888,0.6579360834789536,0.6921218229509891,0.5652726668660292
GA,057,0.444721276030778,0.1224716789327486,0.4514977406769657,0.4335671607169995,0.24958284057424296
GA,058,0.46504082359396726,0.12146287577700576,0.4575577027543164,0.4788368999473266,0.2186318382753887
GA,059,0.5161304834735069,0.13016780105173814,0.49373393562288354,0.45523884277072973,0.23011523074249982
GA,060,0.8384621393519567,0.25741257589998656,0.655529542522542,0.6657160570365778,0.6236060957018814
GA,061,0.6782186656152684,0.14659523891166232,0.5610430486540842,0.4850827048835691,0.3542226297248375
GA,062,0.5794966367141013,0.12712742561853307,0.49643148077755206,0.4858599739621004,0.27942315889714353
GA,063,0.5912990195922808,0.12354265400675857,0.4954232952388288,0.48613683407778624,0.3526947436732199
GA,064,0.8055959824241276,0.20841124891605958,0.6541286239721168,0.5733048551117346,0.5376134083843943
GA,065,0.8948393982155832,0.37062545098698746,0.8318765588864893,0.8424956166891651,1.013836163469098
GA,066,0.7923472794294025,0.28485505758942614,0.7303017219278406,0.9234995052376566,0.7763230276533906
GA,067,0.889912235196514,0.3148951882461565,0.7221067666639045,0.7798389416163359,0.8506947536687038
GA,068,0.8819974367150752,0.32248995333918945,0.7518242112784815,0.8052210326240292,1.0027575754428328
GA,069,0.8882331204536518,0.3884225323572304,0.8711454260656413,0.7609453155735402,0.6002001439666693
GA,070,0.9292907773520933,0.24124725301946673,0.7492055855559685,0.8032549407991013,1.4586154739554658
GA,071,0.8668828283221163,0.2833950002707413,0.7636261763749583,0.6261487775273106,1.267588414431788
GA,072,0.9241639047976576,0.32733489635546437,0.7955033122155405,0.9098395305974061,1.1900632331987155
GA,073,0.8718120083559661,0.17048936058921563,0.6896931805207368,0.6675934163701067,0.787153665439354
GA,074,0.706136484230313,0.2797891674343712,0.6773382113746237,0.7180545657464804,0.5251202718267618
GA,075,0.7189413018534598,0.21481025246958005,0.6478825877184194,0.7602413375059911,0.47910665759144005
GA,076,0.8488883947545757,0.3330924963232262,0.811122688729781,0.8572900400843543,0.8191335435120343
GA,077,0.9204035995274016,0.5087311372032075,0.8310464371160566,0.9294726457709549,0.9680576743534739
GA,078,0.7485195684258723,0.21051534672378283,0.6240899493766566,0.7187613110798311,0.5006819872496647
GA,079,0.8836086117772989,0.5153289715220634,0.8265022458219183,0.9236986466268852,0.8384882522541045
GA,080,0.7687263067884594,0.20850395803814756,0.5436371121790863,0.607951577369461,0.4329718058403664
GA,081,0.7437518130793386,0.17117739098899742,0.6249008915255262,0.5979158298745928,0.6293830109548713
GA,082,0.7642650704134186,0.19899744548037135,0.6501801334074837,0.7400489092139986,0.561520899390613
GA,083,0.5149383858739267,0.11988488432572383,0.48111348610053856,0.514405618526574,0.27059191401826826
GA,084,0.4289428158625689,0.09226347778277798,0.411770717807944,0.44257631055076313,0.19542555471270942
GA,085,0.7359395732659579,0.2156096729870996,0.62767784397208,0.7109696107725831,0.5230840067612958
GA,086,0.6128459204906751,0.11784448266819487,0.514576478358982,0.5152485965935716,0.4469026289762964
GA,087,0.605727896269145,0.13951424413378533,0.5697349484283507,0.5481883764286293,0.39930828886637376
GA,088,0.7056999088293582,0.16917732746809394,0.6051840491083359,0.6822433436142759,0.3378777312006913
GA,089,0.7544003552017552,0.27581188336113305,0.7659818671532171,0.8069775464594802,0.5761357761753805
GA,090,0.7654612980972045,0.15876247396813906,0.5948304616042444,0.5173927727119216,0.4504465593705711
GA,091,0.7988785898618429,0.2832033556366491,0.7831675455273984,0.8427900591272874,0.47640501660268125
GA,092,0.6048549900094802,0.23082367952588737,0.5725753888220013,0.6233827470012535,0.3065838879820247
GA,093,0.7652822666888993,0.3371906541669102,0.8177242087775086,0.9177561568865916,0.6278131274468142
GA,094,0.6231630864976045,0.16120243045833932,0.5417276804143981,0.6804613469501817,0.31546653180084167
GA,095,0.8448734204503139,0.39437807158031796,0.7759823811844324,0.9206050431568059,0.6731486635685369
GA,096,0.6809835780729558,0.3199615742912057,0.795551288224458,0.9709936301148019,0.5619244701456589
GA,097,0.7287357173453474,0.2563272652319058,0.688844472213317,0.7620025201398819,0.5091549139254808
GA,098,0.7787575838002083,0.31432448887406306,0.6959542579071728,0.7060208632052514,0.6065070277612761
GA,099,0.7989340425853744,0.34301307242341,0.806454355556344,0.8732144600266815,0.6621843942012615
GA,100,0.9326706567340114,0.4861177666144424,0.8485293720842203,0.9814242618155224,1.027291159106876
GA,101,0.7660792219905204,0.20778294073022746,0.6406419271697009,0.6609565035601411,0.6586042438635802
GA,102,0.7915024205942024,0.32052934113603093,0.7111334908185023,0.7876887918784701,0.6379262300734938
GA,103,0.7374511211303034,0.21075310272117323,0.6348126187141622,0.640607424071991,0.5517476775396689
GA,104,0.8248392309233632,0.3083646348391616,0.64992056481708,0.5887172953142505,0.7591144833353822
GA,105,0.8471814682215777,0.23512311203686914,0.6511740900812066,0.7443980987486662,0.8330275120926782
GA,106,0.7450873119060339,0.1900178736763912,0.6112088870956832,0.6820883718557069,0.5530357057557742
GA,107,0.8995113732781234,0.3100413805257213,0.7856114036870652,0.8759910050391477,0.8972773281398728
GA,108,0.8493488394259273,0.25291196652098263,0.6981544359077547,0.7672985714081015,0.6353844819072013
GA,109,0.7647891016963969,0.2515875009677686,0.7050737017698794,0.7279309235224714,0.4709035273215868
GA,110,0.8029125263509111,0.18019953773024736,0.6003909188356655,0.6038839938803087,0.5563577915584926
GA,111,0.7120700128075723,0.13137452063687668,0.5669602682508978,0.47434574207543206,0.5471257044900931
GA,112,0.7747519795437746,0.2534521267900977,0.6679359095047361,0.6024408865335819,0.6082988956755659
GA,113,0.9026313579066233,0.25414795983547633,0.7070661610226241,0.8641816278882538,0.9250049250328752
GA,114,0.6460404467176099,0.21071973231566274,0.6028488182948464,0.6407631122540518,0.5354846719335555
GA,115,0.9560443457514329,0.5104972584161278,0.9018140583094124,0.9312341342977362,1.2272089277336502
GA,116,0.8088751867534929,0.3660639668317403,0.7731576043098396,0.8622427753064295,0.751577681404329
GA,117,0.8718914961336881,0.1944426312286855,0.7045524325150668,0.5964881474978051,0.9091111639956181
GA,118,0.7851511781447964,0.30135873156721077,0.7634635718554104,0.7317265366012716,0.8921434582414319
GA,119,0.8239464938996851,0.23341724634650643,0.7229467878877507,0.5343366130292768,1.1818838837028072
GA,120,0.8448155506041415,0.25354014157091875,0.7619466188052507,0.7716123671165362,0.7345119039835017
GA,121,0.92524342233854,0.181491685676204,0.7890728091166263,0.6211971507352941,1.0950063447863727
GA,122,0.8973514646764983,0.4071134462959997,0.8544360463652447,0.8667676490967982,0.9960148809412996
GA,123,0.7159680534422341,0.17614857094565572,0.5977940615209226,0.6897099166836009,0.5235774032470778
GA,124,0.798595070339058,0.23790197195291363,0.6637514518178539,0.7098014937365807,0.7494371174365992
GA,125,0.8871721614439515,0.2242096706627009,0.7318298079674038,0.7658939507517362,1.1703800378275677
GA,126,0.8673261187775162,0.3365563578248421,0.7822567552934848,0.7108874656907593,1.1295909931258714
GA,127,0.7639898994371335,0.2563066341766517,0.703210773464654,0.5469757961783439,0.5085218420200237
GA,128,0.9165988772290912,0.22232486049191666,0.7240242778678055,0.6571922977799051,0.8305693880993964
GA,129,0.8756535270264485,0.3141220218614605,0.7512301651797313,0.7390262151526908,0.5176209003695216
GA,130,0.8806519394475862,0.2321786556796138,0.7636788297596272,0.7498257839721254,0.8668151821573705
GA,131,0.9494524432404495,0.3851597572462007,0.8647410850562807,0.9133726812816189,1.2960254492036418
GA,132,0.7987340248919786,0.2050717125170168,0.622996352523785,0.6214135435692322,0.5317994666862268
GA,133,0.9297984751049151,0.25087187059898136,0.8020968907180711,0.6266481041683728,0.5323814244791047
GA,134,0.7539019877936902,0.2209626386207577,0.617680793001608,0.6342002925541403,0.8993412918342725
GA,135,0.6505772123703942,0.17344052898119103,0.585882870697909,0.6910478941531478,0.6480702845620941
GA,136,0.6133549242045874,0.20981146014887725,0.541318920275124,0.5543160223736314,0.540280935181075
GA,137,0.867881635511151,0.22367664502289536,0.6975591278818589,0.5828497251069029,0.6544734991388804
GA,138,0.768832230682825,0.26118523308600095,0.7355248750478901,0.8773288128962853,0.4511879994675938
GA,139,0.8129254290892056,0.27748263479103086,0.7933017482292685,0.8098706479690522,0.8644069855519255
GA,140,0.8657981797506273,0.20289339086912864,0.6772220900487161,0.38171226831421007,0.6267019740224228
GA,141,0.8771155274145183,0.2667622221269539,0.7702448698968524,0.8688506243305034,1.0603093541211335
GA,142,0.9633521055997009,0.31044842697654035,0.8177149868108895,0.8563127311146329,1.1587379021579485
GA,143,0.9071507231934691,0.35243176076494953,0.8255707423146539,0.794126306491977,1.2790104998400331
GA,144,0.9537623236274556,0.2653329548181166,0.80465850696155,0.4564146003388264,0.7690422409475
GA,145,0.8754508284539484,0.315073437879552,0.7587636258460323,0.9626936851008692,1.3517544564277553
GA,146,0.7358216340097788,0.24684051595325857,0.679267122340296,0.877292490764654,0.9046239761788053
GA,147,0.7604327325838298,0.22353443023434721,0.7595256388013113,0.7428925631346548,1.1761847760724884
GA,148,0.8152708261099504,0.23800345029494388,0.6926880543761513,0.7098905774267746,0.6544919213884038
GA,149,0.9398242236611055,0.3154819360527132,0.8587988707194403,0.9023310611798367,0.87521812304928
GA,150,0.8804156056833246,0.263264314870663,0.7531099296186409,0.8355375854565656,1.3386769260330147
GA,151,0.9379982130696557,0.408519788432759,0.8522990686109658,0.847640696033861,0.8961425306400763
GA,152,0.7951769301864517,0.30514732976545456,0.7562204606498993,0.37493836677153,0.9281496896933131
GA,153,0.7732191331336884,0.2868669677886406,0.7377418549185328,0.6969669650331638,0.9474021635828004
GA,154,0.6288491796640752,0.20172906629032783,0.6291349011184353,0.6786284593428977,0.30317683003778556
GA,155,0.8195166621212024,0.34659808840875056,0.8391691793914513,0.7100363932573936,0.8795101973992394
GA,156,0.9078072400590106,0.28142816991720276,0.7882599142944667,0.8652385023632463,0.9165147813497789
GA,157,0.7996550696147818,0.20032932356385938,0.6476670576798692,0.8282621951219512,0.5364908086862957
GA,158,0.9346451551238814,0.36886452202355924,0.8053091365886901,0.8405537001779082,0.8857742501785618
GA,159,0.8453718510563242,0.24289849897962887,0.7482856491741113,0.8060267351408504,0.6648435726975535
GA,160,0.9262336654926205,0.35451113079162005,0.8703395003580028,0.8986293979803429,0.9360360474834377
GA,161,0.907116841350578,0.253569989535467,0.7714198578500603,0.7994752290313973,1.1277857446562853
GA,162,0.7759643215067584,0.14948631649787567,0.59314537268285,0.5455216112699969,0.5711194841352093
GA,163,0.7384678042274618,0.16429620957725585,0.5011897287476745,0.6273811058881452,0.8555790604381741
GA,164,0.799211993095154,0.28351992550800453,0.741815971131231,0.6685895911804087,0.8894527877325548
