,,combined_sldl_adjusted_moment_centroid,combined_sldl_area_per,combined_sldl_convex_hull,combined_sldl_convex_hull_pop,combined_sldl_population_moments
AZ,008,0.8332958758085109,0.22191669218671736,0.6684103341928183,0.14323403992124334,1.221585637391292
AZ,009,0.7755562605139164,0.3311501401497691,0.7883217725005471,0.8531314642841424,0.6534246195686677
AZ,010,0.8370773165424559,0.2348892810871543,0.6122630601905518,0.7658122944011838,1.245592496918734
AZ,011,0.6166417671590437,0.1692192389887785,0.6265171774061111,0.511835369861305,0.28165620632331806
AZ,012,0.7833701438681352,0.3474709897853643,0.7417790436636652,0.8869790270771915,1.1173205505375952
AZ,013,0.6951948448766209,0.26527882491052757,0.6857589747563517,0.506353422249398,0.1985908773636481
AZ,014,0.9063512979119129,0.3451115469328067,0.8468608360977739,0.4647969448822934,1.0473012649253994
AZ,015,0.7932748734921478,0.32398291597895196,0.7226409141843338,0.5876542332288024,0.682567923823949
AZ,016,0.9344787785181573,0.42856149464062265,0.7925574953443064,0.9609520608634544,1.1384361135150332
AZ,017,0.9137595270842684,0.5412411895859562,0.8825001832016748,0.9193022124868552,0.8970948604658715
AZ,018,0.6681192992029473,0.2761339514610719,0.7720615582966093,0.8878589670194927,0.5211102882728543
AZ,019,0.7698708107845194,0.27837747867766677,0.6562198024520679,0.7667512079530518,0.9936202016154755
AZ,020,0.7507496809910639,0.37798771603812775,0.7769574884932897,0.8425225433972465,0.5658222091683069
AZ,021,0.9122066133275494,0.49118079708612317,0.8749660729810482,0.9774665840968779,0.7978103779305813
AZ,022,0.9004110996456899,0.33690379896324457,0.7571348798123009,0.641581310488484,1.3704508272660243
AZ,023,0.859086305799968,0.286892993377719,0.7961091331473271,0.7882238654915895,4.551089179518021
AZ,024,0.6121537150677984,0.23837885533399703,0.6463785506282187,0.7457840586352367,0.41352025958669236
AZ,025,0.764305345486057,0.26874070341341355,0.6850029679600578,0.6934581670053424,0.9369010132845205
AZ,026,0.7104122363094783,0.20088827257291597,0.6555942541700989,0.5379630025959115,1.4987650115496878
AZ,027,0.8021010050306031,0.2038497318289779,0.7350125650242323,0.5027155180903236,2.0737044480675615
AZ,028,0.9220725318040739,0.38111713572230094,0.789831217035068,0.7454729467249146,0.83900731981013
AZ,029,0.7421336943770923,0.39547020222582163,0.843085259277284,0.8737967116336531,0.8130411501097853
AZ,030,0.8345424244406418,0.41526060705390044,0.7341602073690291,0.7883726577974759,0.7519765121885753
CA,001,0.8458170840389833,0.22825726107729846,0.8008769383603682,0.5963097649983703,0.8494594513870709
