CA,001,0.9469924869478268
CA,002,0.47835781777289443
CA,003,1.1862560046950046
CA,004,1.1445171969348749
CA,005,1.2138897400788584
CA,006,1.2418318935664387
CA,007,1.390162436372135
CA,008,1.5585650709888494
CA,009,1.154939519864348
CA,010,0.6923636019280384
CA,011,4.6533562030014455
CA,012,0.6876877381459612
CA,013,1.1894697028151928
CA,014,0.5195125200185812
CA,015,2.9717918117552795
CA,016,0.7832635688407551
CA,017,0.37448363994231404
CA,018,1.1109278539378684
CA,019,0.6703488003605338
CA,020,0.39029986350120577
CA,021,0.3718408744561072
CA,022,0.672256298182692
CA,023,0.7641542858246443
CA,024,0.7113683382288043
CA,025,0.7425434938861943
CA,026,1.947205288817867
CA,027,1.3005009671764416
CA,028,0.7931693423636212
CA,029,0.6938325888858372
CA,030,0.6817297000044898
CA,031,0.732472150865176
CA,032,1.0006955568179123
CA,033,0.5735846600384397
CA,034,0.8993737847747812
CA,035,0.8469787338539184
CA,036,0.4177011387880507
CA,037,1.23234445026724
CA,038,2.291975867838233
CA,039,1.3161363331651106
CA,040,0.5734206549876871
