,,combined_sldu_adjusted_moment_centroid,combined_sldu_area_per,combined_sldu_convex_hull,combined_sldu_convex_hull_pop,combined_sldu_population_moments
AR,010,0.9389926944952374,0.348941084243576,0.8319048655654557,0.7967418306898528,0.7579561161525546
AR,011,0.7448439200661249,0.25548838178262856,0.7324984718574818,0.8979709076719634,0.7968618480033475
AR,012,0.7477112159955599,0.13435060049088976,0.6400725583720451,0.7041567706072137,0.4826494514957633
AR,013,0.748004715777745,0.16066348669650513,0.701604636068993,0.4654050726285489,0.8624232146159709
AR,014,0.8292899798186694,0.19212162389890222,0.7090840279608335,0.7523521013325524,1.1632148518806082
AR,015,0.7947777607955866,0.14818702409314002,0.6553089350136946,0.4309814824529193,0.8927912142563591
AR,016,0.7879943682488619,0.1936527839748451,0.6169312406845593,0.6842463975074646,0.6225888124932224
AR,017,0.7623334378480494,0.277496124119344,0.8526329312479098,0.9385321100917431,0.4959284402639342
AR,018,0.7784053509832568,0.15221184830450699,0.607642709125729,0.5148699930604616,0.7213767696805312
AR,019,0.8220135543151144,0.2282606838746553,0.7143968506623796,0.7274721463562666,0.7952145622085062
AR,020,0.7629523409402132,0.2628891602714528,0.8015903770143139,0.8212951372631458,0.8189234412457521
AR,021,0.7972094732740137,0.354697606737539,0.7959271982485322,0.9510917524606856,2.8109957201971874
AR,022,0.766556109152601,0.2766856475630147,0.7911694706249031,0.5341080681961804,0.7130531888363598
AR,023,0.8686377415405875,0.16913669398882233,0.6490467850356897,0.678523567658786,0.6865738358947693
AR,024,0.7542410905134751,0.15337660164313102,0.7117423044297063,0.8704428774046625,0.4709610082979289
AR,025,0.6724925157186943,0.12499737650220269,0.6263712287461441,0.7024931511569806,0.6879158810294873
AR,026,0.9578774192195798,0.23542585557948467,0.8418753844393416,0.9092075256556442,1.1676660178169067
AR,027,0.7151712414189393,0.11142050094132526,0.5716758493407942,0.48210981056072855,0.44215746173912934
AR,028,0.8866999290757919,0.18608367071385024,0.7484199095462181,0.6719366336633663,0.7422812783966044
AR,029,0.8722175732290803,0.17666299502934704,0.672495573149472,0.570275249615313,1.0952861414680624
AR,030,0.8821528721514686,0.27587905748730707,0.690923222048237,0.33108952941610537,0.9765610728154157
AR,031,0.935491463868224,0.35293671691095424,0.8116635360018115,0.8994152298695844,0.9187251518709586
AR,032,0.5891412570105368,0.23717902796385704,0.622458429992901,0.745309449786711,1.1411178066088303
AR,033,0.7123685027625327,0.21058735700086423,0.6682053775559256,0.5819879964933576,0.9700955116165798
AR,034,0.6080247641249826,0.18180796788009618,0.5851836950143602,0.772531379626138,0.5615637876329427
AR,035,0.809539892484162,0.23415255782154837,0.6968871511021618,0.8724494709023015,1.8154908686762035
AZ,001,0.9043232382401607,0.3353611776850319,0.8325263455112359,0.7316735963222121,1.7042338994605835
AZ,002,0.8450432633719759,0.26797384345769454,0.7583808118521689,0.5648135877727715,1.0812433302928108
AZ,003,0.8552895800106702,0.3439441105619099,0.7916747437481375,0.8288901309873873,1.089635282436723
AZ,004,0.794803562338365,0.2323589828396716,0.7358545282524278,0.41842013568632275,0.23674836590179504
AZ,005,0.6962451480107953,0.2072361170658692,0.6624588744384622,0.9780317913913199,1.3949966956269442
AZ,006,0.6778439606800365,0.11218109084671654,0.5896669059774302,0.8510898625108748,0.8852072554609717
AZ,007,0.7866089884486795,0.14733508756876612,0.6372296370423789,0.3482316215567219,0.8581612728869754
AZ,008,0.8332958758085109,0.22191669218671736,0.6684103341928183,0.14323403992124334,1.221585637391292
AZ,009,0.7755562605139164,0.3311501401497691,0.7883217725005471,0.8531314642841424,0.6534246195686677
AZ,010,0.8370773165424559,0.2348892810871543,0.6122630601905518,0.7658122944011838,1.245592496918734
AZ,011,0.6166417671590437,0.1692192389887785,0.6265171774061111,0.511835369861305,0.28165620632331806
AZ,012,0.7833701438681352,0.3474709897853643,0.7417790436636652,0.8869790270771915,1.1173205505375952
AZ,013,0.6951948448766209,0.26527882491052757,0.6857589747563517,0.506353422249398,0.1985908773636481
AZ,014,0.9063512979119129,0.3451115469328067,0.8468608360977739,0.4647969448822934,1.0473012649253994
AZ,015,0.7932748734921478,0.32398291597895196,0.7226409141843338,0.5876542332288024,0.682567923823949
AZ,016,0.9344787785181573,0.42856149464062265,0.7925574953443064,0.9609520608634544,1.1384361135150332
AZ,017,0.9137595270842684,0.5412411895859562,0.8825001832016748,0.9193022124868552,0.8970948604658715
AZ,018,0.6681192992029473,0.2761339514610719,0.7720615582966093,0.8878589670194927,0.5211102882728543
AZ,019,0.7698708107845194,0.27837747867766677,0.6562198024520679,0.7667512079530518,0.9936202016154755
AZ,020,0.7507496809910639,0.37798771603812775,0.7769574884932897,0.8425225433972465,0.5658222091683069
AZ,021,0.9122066133275494,0.49118079708612317,0.8749660729810482,0.9774665840968779,0.7978103779305813
AZ,022,0.9004110996456899,0.33690379896324457,0.7571348798123009,0.641581310488484,1.3704508272660243
AZ,023,0.859086305799968,0.286892993377719,0.7961091331473271,0.7882238654915895,4.551089179518021
AZ,024,0.6121537150677984,0.23837885533399703,0.6463785506282187,0.7457840586352367,0.41352025958669236
AZ,025,0.764305345486057,0.26874070341341355,0.6850029679600578,0.6934581670053424,0.9369010132845205
AZ,026,0.7104122363094783,0.20088827257291597,0.6555942541700989,0.5379630025959115,1.4987650115496878
AZ,027,0.8021010050306031,0.2038497318289779,0.7350125650242323,0.5027155180903236,2.0737044480675615
AZ,028,0.9220725318040739,0.38111713572230094,0.789831217035068,0.7454729467249146,0.83900731981013
AZ,029,0.7421336943770923,0.39547020222582163,0.843085259277284,0.8737967116336531,0.8130411501097853
AZ,030,0.8345424244406418,0.41526060705390044,0.7341602073690291,0.7883726577974759,0.7519765121885753
CA,001,0.7909065194607302,0.2235215815903951,0.7130159149884142,0.5435370797381731,0.9469924869478268
CA,002,0.7270256233231789,0.18691615057148286,0.6664873699933528,0.8349890776655354,0.47835781777289443
CA,003,0.9618355253731061,0.2561122377187627,0.8445044956345857,0.5500995394337957,1.1862560046950046
CA,004,0.950516184863313,0.31026514542372324,0.8480171499669684,0.685771021187336,1.1445171969348749
CA,005,0.9545168534675099,0.37783020132582923,0.8403329754193255,0.9436167016820443,1.2138897400788584
CA,006,0.8790805112005496,0.30528205389205076,0.7710342982801097,0.9184525485295228,1.2418318935664387
CA,007,0.91416733647705,0.25957160025194614,0.7937974632950421,0.8815851824872498,1.390162436372135
CA,008,0.7093132461138767,0.23910814352215856,0.8580238913831969,0.462976380595547,1.5585650709888494
CA,009,0.8277923484511904,0.3032345738083911,0.8054290341734671,0.9378699227848505,1.154939519864348
CA,010,0.8351739378983698,0.23853116572547045,0.7626051089977463,0.8273828982498439,0.6923636019280384
CA,011,0.3433237147069063,0.24456385161004215,0.36289597557448394,0.9110067186345464,4.6533562030014455
CA,012,0.9464074953414006,0.23222594741509747,0.7984093053496418,0.45370512621057135,0.6876877381459612
CA,013,0.9349527378252291,0.37354432581481606,0.8512601802347519,0.8645720113128541,1.1894697028151928
CA,014,0.8492905289719582,0.10279520895418053,0.6279368930313615,0.5565676850438679,0.5195125200185812
CA,015,0.7410604310535721,0.172434323987867,0.7202989934833949,0.6572575622020136,2.9717918117552795
CA,016,0.6975118219516523,0.1690280249281167,0.7621262794182646,0.4249373623573228,0.7832635688407551
CA,017,0.6145698787537388,0.14532721222397182,0.6503765078146568,0.5659039785922353,0.37448363994231404
CA,018,0.9100209653086271,0.2830451113217639,0.783411008193108,0.9273339990014977,1.1109278539378684
CA,019,0.7600215390768457,0.1572406551738057,0.5283399126525511,0.7319279742988243,0.6703488003605338
CA,020,0.6432961150356872,0.22050588510877484,0.5976133254054629,0.6489845390884323,0.39029986350120577
CA,021,0.6434383902369597,0.2101275271841369,0.7499505250948019,0.9169667261692956,0.3718408744561072
CA,022,0.8165526962137531,0.14729233257967517,0.7245046920874392,0.8395751251053649,0.672256298182692
CA,023,0.759023870803923,0.14873077865765724,0.6315607015779938,0.41004735840232903,0.7641542858246443
CA,024,0.8841919675845683,0.28685726591043487,0.7668764143182945,0.8567896294229512,0.7113683382288043
CA,025,0.8430160860403182,0.22699292723548525,0.8215695815768082,0.577281058435278,0.7425434938861943
CA,026,0.42079841841829124,0.14217429973911877,0.4173714183554115,0.4545871923750464,1.947205288817867
CA,027,0.9548940543472991,0.3770653674723867,0.8364402016812755,0.8530250249118626,1.3005009671764416
CA,028,0.6169386368225432,0.24492870575152093,0.8859657695595778,0.6235904092514879,0.7931693423636212
CA,029,0.8116575296615147,0.17964745661224585,0.7326598146453026,0.7328293267045791,0.6938325888858372
CA,030,0.8079819807477046,0.29320563665071947,0.7478017305242765,0.7454964947370548,0.6817297000044898
CA,031,0.7493925398292295,0.21734276471766115,0.7005502054316884,0.9287729314428974,0.732472150865176
CA,032,0.9494562758623641,0.2188467798494081,0.7867213065929353,0.7589067413226273,1.0006955568179123
CA,033,0.6372071362659636,0.1995941709111581,0.6204997551979601,0.6683412955109469,0.5735846600384397
CA,034,0.8049074238698013,0.262990572440887,0.7397499243653203,0.7110730321170651,0.8993737847747812
CA,035,0.7846612895238072,0.26158304178060554,0.7066564084962202,0.7330365469246449,0.8469787338539184
CA,036,0.781106923601285,0.2603462253196925,0.7374984309419861,0.8439934104393461,0.4177011387880507
CA,037,0.8692671948602962,0.22403336471291918,0.7112067011707964,0.5361857288708529,1.23234445026724
CA,038,0.901117321443941,0.26135132390931354,0.8984952445346962,0.7038714595778861,2.291975867838233
CA,039,0.8383437867070296,0.1366560360391934,0.6273824311706296,0.6643330212261517,1.3161363331651106
CA,040,0.692049475887709,0.2655200873287966,0.773872345355507,0.6452504425053567,0.5734206549876871
CO,001,0.9274535315165502,0.42913994682173723,0.8724658360183396,0.2922037088876177,0.9465164564718067
CO,002,0.7676171076415622,0.2354960808714374,0.6635835652879689,0.14089665638804844,0.904809923084923
CO,003,0.8912484741377937,0.31124296869054585,0.8384027471169109,0.9497681607418856,3.3555857137060507
CO,004,0.8673954891641134,0.40223179704292444,0.8892235642237505,0.8592094847329398,2.5451840263373415
CO,005,0.8514313157655118,0.26147691967074754,0.6372949849265519,0.6556893437688139,0.7536243193274451
CO,006,0.8839897739225764,0.448108331755541,0.8176767053977502,0.992344281171181,0.9680982914553705
CO,007,0.7969414161714482,0.4458680902997356,0.8433480405561852,0.9345235441360993,7.850165606757933
CO,008,0.8372138412237967,0.4297136056612459,0.89997118902758,0.7315345580385828,1.0139458840587854
CO,009,0.8376514835911331,0.49114140843443527,0.8799851639501384,0.5255493110884695,1.286849830629248
CO,010,0.8965988176626728,0.48449801456341507,0.8161990969407745,0.856739828598804,0.9093147374266495
CO,011,0.7118888519521696,0.20175960295657863,0.644770755288262,0.7730458102038339,0.6638123661585149
CO,012,0.7951881887351725,0.21616811137542702,0.7211700371691563,0.4281984492735144,0.9317910418457436
CO,013,0.8090919459009107,0.3803803427438952,0.8296233683890887,0.9857991397555813,1.204065082568521
CO,014,0.9389973022940347,0.16174811341546227,0.7729105223315264,0.9241546137176838,1.4175422721693405
CO,015,0.9158589635679776,0.3834735662479144,0.9321121787427842,0.4743663507252521,3.424459298395457
CO,016,0.7006146759439429,0.1240823047143102,0.5902446052556058,0.2837338887461286,1.234073347817992
CO,017,0.6544888541127198,0.15249924394525827,0.6332110896358045,0.9204626672874032,0.38561093045661415
CO,018,0.9077142693303062,0.29948970878989783,0.8886237816879552,0.6065912410651777,3.9195980841140283
CO,019,0.9633898303551368,0.3788401003270327,0.8835005389031372,0.9656970418574097,1.121113937230046
CO,020,0.6368480846861884,0.11187128308574715,0.5353387496529426,0.5289595815911605,0.7036914125948868
CO,021,0.6485983743461567,0.17183572549975745,0.7012591569084997,0.6183941102519793,0.6914728563525471
CO,022,0.6145826280814238,0.1472186987930867,0.6576778693272657,0.7386691026632001,0.40461725916835883
CO,023,0.6193831309417437,0.1404984652693072,0.602328513630697,0.45535136513603547,0.3144526069578687
CO,024,0.8830929866420192,0.3328758982818202,0.843223291416315,0.8322337364246423,0.9856799483653254
CO,025,0.6276258955411854,0.2055955379355806,0.8560287767449377,0.40615287885347756,1.602986429983941
CO,026,0.6199593161311149,0.08028967797623164,0.5414676331894804,0.4208471242299674,0.4315929264582333
CO,027,0.5487995861005878,0.11714196723873634,0.71966288024909,0.8308535491787804,0.24684282112985356
CO,028,0.7262773388247581,0.3019069797643257,0.7638328088999959,0.7468546695345071,1.03158408965548
CO,029,0.545660338212769,0.23680896711020208,0.9090953989214595,0.4126316036297981,1.7221685237254474
CO,030,0.8205950832463544,0.36072588933119787,0.8337681963195147,0.9575803347056622,1.1139172153139787
CO,031,0.751449037597115,0.14693699669367005,0.6044444916740953,0.6616763642082089,0.4585032762343469
CO,032,0.8056171978708048,0.23550608612909615,0.6993540464961617,0.7783244908437447,0.6399192241351388
CO,033,0.4929549525865938,0.15917310197222223,0.5879157921671244,0.8011499628600511,0.5707601055399389
CO,034,0.8503614031778243,0.30643480532589445,0.7587850198281129,0.7624766841625819,0.8282207288949788
CO,035,0.7074852076383201,0.4095018603429421,0.9240164341987687,0.4295648554262225,0.7006959466645594
CT,001,0.9109039735172786,0.2302299545782758,0.7179112474288988,0.8589908628527704,1.3210775748877663
CT,002,0.9567375041719417,0.3865353839186961,0.8261457545314581,0.862290932103788,1.165959150565238
CT,003,0.8149938292762249,0.44243390892689927,0.7473078674576357,0.6811596169898004,0.667883909849522
CT,004,0.8266044010155902,0.34712107772722317,0.7602591381597202,0.7852870022481,1.1720224509213402
CT,005,0.6355852583316265,0.20202314878383038,0.5351870267533488,0.6096174508383099,0.6046464865154549
CT,006,0.8594295597489569,0.3917904216432199,0.7763323394666367,0.8982848731588705,1.5826627716222244
CT,007,0.6607086818484716,0.3257396813094566,0.8391164830028746,0.9496673175336152,0.6728812042414272
CT,008,0.8047894045304418,0.23763564891865388,0.7048681571949079,0.755891611532483,0.7550677435042633
CT,009,0.7055465381753939,0.17428525653918528,0.6192023701884123,0.7578241595047823,0.7015777681706689
CT,010,0.9505509856017091,0.37413190449004735,0.7933166770773052,0.8418714629714952,1.1206371525561423
CT,011,0.6258743361030664,0.14595313264016535,0.5773174473424518,0.6898991823113989,0.6809702257172869
CT,012,0.9174327087682193,0.37781559817951665,0.791792117626633,0.875031156818035,0.8195670618517931
CT,013,0.6421328718124139,0.17612633490037863,0.648294509451891,0.6657292737007192,0.5669013479467789
CT,014,0.881586125959509,0.2995612140720718,0.7726215013015668,0.7527681454023676,0.6835467590449597
CT,015,0.8679513512371955,0.27850296306006694,0.7012158745767207,0.8266789298208156,1.2548131169772159
CT,016,0.9108831445813239,0.3773401342652002,0.8681047104132938,0.8788432759676212,0.8922776701674681
CT,017,0.861453019429431,0.23230302016052365,0.6835566470051391,0.6882036731827064,0.5122009845143976
CT,018,0.8030639668513045,0.32350179302722,0.8088480488805191,0.8197956750962023,0.5459923883641434
CT,019,0.6280973480933526,0.20925489582479717,0.6092451867480504,0.6944766398984463,0.4541211189493284
CT,020,0.8937644689186158,0.34124076637358713,0.7458911168846941,0.8635276332755324,1.058358968922106
CT,021,0.7360009555158583,0.20440869160481115,0.5437860271482756,0.418671605353986,0.6097427101156168
CT,022,0.8201434615681694,0.2783832964416454,0.6471827094581741,0.5521619516677593,0.7652478807511858
CT,023,0.9040697516303526,0.3291524606819641,0.7640140806594847,0.8075554845383367,1.1481843420095827
CT,024,0.7555554847242236,0.36160764772700643,0.7738068660352857,0.8494533359678588,1.4282978196616316
CT,025,0.9005253458170555,0.48653241022404586,0.8175380777667993,0.9324886235154505,1.4659128923838647
CT,026,0.8020890177321996,0.21310355480515236,0.6343782745889082,0.49049193297731064,0.6594311257840703
CT,027,0.8760452898768251,0.3444928725304719,0.7674361788168013,0.8249437290723847,2.4974933640587427
CT,028,0.6985278623545407,0.23518150725717876,0.6429516665810154,0.6115019039908848,0.4810755461077442
CT,029,0.6297884466606769,0.24026625660486978,0.5504116341863367,0.7562120213778462,0.35539847022360577
CT,030,0.864105814728359,0.25346491493290746,0.713807979269371,0.6777857434037589,0.5048260624942105
CT,031,0.77990843943587,0.31246266172936366,0.6880057214342307,0.9085054861228147,0.873587677462787
CT,032,0.9018455965200312,0.32587076113675856,0.7927165469433344,0.6455517132977051,0.9061864877139081
CT,033,0.907925252526492,0.2731149644481383,0.7402669495897067,0.7909960492386308,0.69737954920834
CT,034,0.716404178486654,0.21844763833698486,0.6366733444134242,0.595842266835591,0.5079043525189245
CT,035,0.8453106361612764,0.3515975183785764,0.8247160612428966,0.7183025788452552,0.704136397008894
CT,036,0.8405279803747724,0.3514313114439945,0.7990650100020472,0.5014387446693992,0.9726465150409064
CT,ZZZ,0.0,,,,
DC,001,0.9095690659024182,0.4762564134845402,0.8346533388101951,0.9410084670794895,1.1237725198456556
DC,002,0.8551355354122382,0.3208890628744983,0.7754862589792374,0.86834115061292,1.3814863596954905
DC,003,0.9342045937120039,0.43473932803492005,0.8487970669258657,0.9190968298167329,1.2947993133125397
DC,004,0.9191271848386159,0.440911927742648,0.8486236548567743,0.9471388215294617,1.0111801552369517
DC,005,0.938597859050123,0.6278968840250039,0.9101064693117515,0.933236210187883,1.0042999694857433
DC,006,0.8896148886905157,0.3013442945380036,0.7200212869479828,0.8511080100474463,0.8785588980209287
DC,007,0.9331115446267708,0.5213351626435561,0.9066674999754841,1.0191042995326904,0.8901877766849626
DC,008,0.8393028091083606,0.4776710943737603,0.8792936560305693,0.9910263827039244,1.276106960395847
DE,001,0.624473181256695,0.21820417756849622,0.5827882156614816,0.5848967255811363,0.34186838783788287
DE,002,0.8930252223382847,0.31966376092786486,0.7972370897071647,0.7781136638452237,0.8842811287444765
DE,003,0.7784970104689143,0.2270918043153854,0.5932981461495082,0.7147628123306115,1.0784804574983824
DE,004,0.7819935636502193,0.32283775525416025,0.7693113797644308,0.6601272704016372,0.4952626124040327
DE,005,0.9291461117282743,0.5294977139818665,0.902566310651933,0.931278157660027,0.8789821616383169
DE,006,0.8702282393587565,0.4229892334856809,0.8245559127211504,0.8830210107893243,1.4855843688410904
DE,007,0.868399781761988,0.4393268631459981,0.8019049022511485,0.8819160319758292,0.7116634301438947
DE,008,0.71927889748402,0.28559514483687815,0.7223466528405613,0.7990823691559973,0.5952492528237834
DE,009,0.8648631268136989,0.3757024010381102,0.7999238825329779,0.7967913401101886,0.7495778654031545
DE,010,0.6745821057331507,0.27507344026076275,0.6844818622010898,0.7672604075766131,0.3434737747508664
DE,011,0.9458152971032038,0.4808998414918642,0.875844520724644,0.9247054693841732,0.9111238426823324
DE,012,0.7980778036070332,0.25765950867300075,0.6195415068138496,0.5377119305961092,0.671886977240858
DE,013,0.6158951799569373,0.23778800911980072,0.7148128094338537,0.8229457606593878,0.5191046484230077
DE,014,0.8231201110145279,0.3359915234903093,0.6971430167863242,0.6214309474968122,1.455745888946315
DE,015,0.8213109988799846,0.37760124090900343,0.8090262954835544,0.49022889165354677,0.8121970023120131
DE,016,0.9332609929405289,0.4335076547917737,0.9180145626068364,0.616985410388758,4.260673267860456
DE,017,0.8968149408663868,0.25575320231083515,0.6567758414939717,0.8182700051248262,1.1041146753528033
DE,018,0.7116152844834318,0.3515607398022691,0.8309450450615062,0.937300897770055,1.6040423503568575
DE,019,0.6048435828050541,0.19610600116097712,0.6276499743133334,0.5912068774878373,0.35157863812894286
DE,020,0.8583984354967069,0.5660966204788608,0.9004566153714698,0.9038408400110528,1.0369991157035545
DE,021,0.873955599302466,0.462507714753004,0.8920704144828112,0.9093477799022732,1.090111331869332
FL,001,0.842469369285416,0.3994440106341577,0.7871766947699103,0.9336524243897925,0.6523351355275454
FL,002,0.8662975267285404,0.31269017384894027,0.8007452231199823,0.9302609425957685,1.6664629621303173
FL,003,0.746688607811745,0.33961271881547145,0.7553733480087458,0.9173419961133509,1.3990259962151632
FL,004,0.80928145418209,0.14167301354624212,0.6945184601926295,0.46064232690538015,1.3342776206023983
FL,005,0.8398064395727105,0.2763383324256271,0.7507150302632385,0.5719331350229637,0.6684625903189201
FL,006,0.8786945580841894,0.36689672669364043,0.7772338406514648,0.8666029249672661,0.6361707871396918
FL,007,0.8330023869980056,0.37253356622694944,0.7808559021390626,0.9304181410416148,0.5432690304449529
FL,008,0.6548731123533342,0.18297639870449844,0.7280239826500564,0.6872047475505385,0.3867688364237345
FL,009,0.7903230960496289,0.19357278501616257,0.6410212892391546,0.7774537948586917,0.9655093851101705
FL,010,0.9079871508476309,0.4932875280482587,0.9197802375284331,0.938863641366448,1.4636148404759903
FL,011,0.7919923381062091,0.24482063346797744,0.6543886796540791,0.7112784979679412,0.7484088788551543
FL,012,0.8655799376706073,0.31130603959728614,0.7390045499224482,0.7856518244817704,1.2355365731962622
FL,013,0.8198136593288832,0.2714410750322095,0.7851758923384633,0.568911354705674,0.7571594012550779
FL,014,0.7047393178969361,0.12867976131133785,0.6436144069184913,0.7435213505937597,0.5666668700827905
FL,015,0.8517036836105354,0.267450978716248,0.7506227422873177,0.8154484616124555,0.5631216727680631
FL,016,0.8782978228809866,0.4910523086296496,0.8380139638011834,0.9105715861486289,1.2880904201112673
FL,017,0.7629983016132024,0.35778246866373276,0.7137475740164783,0.6129542231418409,0.72447281939625
